,Company,Experience,Link,Location,Skills,Title
1503,Standard Chartered Bank Ltd,2-5 yrs,https://www.naukri.com/job-listings-Senior-Business-Analyst-Standard-Chartered-Bank-Ltd-Chennai-2-to-5-years-310519501294?src=jobsearchDesk&sid=15614536451758&xp=26&px=31,Chennai,"Project management, Shell scripting, Production support, Data analysis...",Senior Business Analyst
1504,Ingram Micro (I) Pvt Ltd,8-13 yrs,https://www.naukri.com/job-listings-Programmer-Programmer-Analyst-Ingram-Micro-I-Pvt-Ltd-Mumbai-8-to-13-years-290519501690?src=jobsearchDesk&sid=15614536451758&xp=27&px=31,Mumbai,"Customer service, Data analysis, Business analysis, PMP, OTC, Monitoring...",Programmer; Programmer/Analyst
1505,DBOI Global Services Pvt. Ltd.,1-5 yrs,https://www.naukri.com/job-listings-Change-Analyst-Model-Validation-Analyst-DBOI-Global-Services-Pvt-Ltd-Mumbai-1-to-5-years-290519500428?src=jobsearchDesk&sid=15614536451758&xp=28&px=31,Mumbai,"Risk management, MS Office, Project management, Data analysis, SQL...",Change Analyst-Model Validation Analyst
1506,exponential,1-5 yrs,https://www.naukri.com/job-listings-Product-Analyst-Video-Driven-Experiences-exponential-Noida-1-to-5-years-141218500800?src=jobsearchDesk&sid=15614536451758&xp=29&px=31,Noida,"Product Analyst, SQL, Unix, Javascript, Linux, HTML, Troubleshooting, HTTP,...","Product Analyst, Video Driven Experiences"
1507,Procter & Gamble,3-4 yrs,https://www.naukri.com/job-listings-Plant-Financial-Analyst-Procter-Gamble-Mumbai-3-to-4-years-070619500368?src=jobsearchDesk&sid=15614536451758&xp=30&px=31,Mumbai,"Financial reporting, Financial planning, Financial analysis, Logistics...",Plant Financial Analyst
1508,Principal Global Services Pvt Ltd,3-8 yrs,https://www.naukri.com/job-listings-Senior-Actuarial-Analyst-Principal-Global-Services-Pvt-Ltd-Country-India-3-to-8-years-050419501723?src=jobsearchDesk&sid=15614536451758&xp=31&px=31,"Country
India","Senior Actuarial Analyst, Actuarial, Data analysis, SDLC, Coding...",Senior Actuarial Analyst
1509,Novell India Pvt. Ltd.,1-4 yrs,https://www.naukri.com/job-listings-Business-Planning-Analyst-Novell-India-Pvt-Ltd-Bengaluru-1-to-4-years-040619502089?src=jobsearchDesk&sid=15614536451758&xp=32&px=31,Bengaluru,"Reconciliation, Data analysis, SQL, Process improvement, Business planning,...",Business Planning Analyst
1510,Thoucentric,6-8 yrs,https://www.naukri.com/job-listings-Thoucentric-Solution-Analyst-VIM-Thoucentric-Bengaluru-6-to-8-years-040619501044?src=jobsearchDesk&sid=15614536451758&xp=33&px=31,Bengaluru,"Workflow, Business analysis, Coding, Data analysis, System testing, SAP R...",Thoucentric - Solution Analyst - VIM
1511,ICL Systems,5-7 yrs,https://www.naukri.com/job-listings-Operations-Analyst-ICL-Systems-Gurgaon-5-to-7-years-040419501212?src=jobsearchDesk&sid=15614536451758&xp=34&px=31,Gurgaon,"MIS, Data analysis, Supply chain, Logistics, SQL, Automotive...",Operations Analyst
1512,SEAGATE TECHNOLOGY,3-7 yrs,https://www.naukri.com/job-listings-Senior-Analyst-Informatica-SEAGATE-TECHNOLOGY-Pune-3-to-7-years-030619501477?src=jobsearchDesk&sid=15614536451758&xp=35&px=31,Pune,"Informatica, Analyst, Business intelligence, Analytics, Data analysis, data...",Senior Analyst Informatica
1513,Right Step Consulting,2-3 yrs,https://www.naukri.com/job-listings-Data-Analyst-Business-Analyst-Right-Step-Consulting-Gurgaon-2-to-3-years-300617501344?src=jobsearchDesk&sid=15614536451758&xp=36&px=31,Gurgaon,"Data Analyst, MS Office, SQL, Software services, Data management...",Data Analyst / Business Analyst
1514,delveinsight research research llp,2-5 yrs,https://www.naukri.com/job-listings-Junior-Analyst-delveinsight-research-research-llp-Delhi-2-to-5-years-170619501210?src=jobsearchDesk&sid=15614536451758&xp=37&px=31,Delhi,"Data management, Bioinformatics, Market research, Monitoring, Data mining...",Junior Analyst
1515,Right Step Consulting,2-5 yrs,https://www.naukri.com/job-listings-Data-Analyst-Right-Step-Consulting-Gurgaon-Delhi-2-to-5-years-110417501439?src=jobsearchDesk&sid=15614536451758&xp=38&px=31,"Gurgaon, Delhi","Real estate, Data Analyst, Market research, Retail sales, Forecasting, Data...",Data Analyst
1516,itForte Staffing Services Private Ltd.,3-7 yrs,https://www.naukri.com/job-listings-Data-Analyst-Scientist-itForte-Staffing-Services-Private-Ltd-Gurgaon-3-to-7-years-090418500985?src=jobsearchDesk&sid=15614536451758&xp=39&px=31,Gurgaon,"Data Analyst, Consulting, SQL, Data mining, Machine learning, Algorithms...",Data Analyst/Scientist
1517,Rotostat Services Pvt limited,1-2 yrs,https://www.naukri.com/job-listings-Data-Entry-Operator-Rotostat-Services-Pvt-limited-Mumbai-Suburbs-Mumbai-Chakala-1-to-2-years-040519600137?src=jobsearchDesk&sid=15614536451758&xp=40&px=31,"Mumbai Suburbs, Mumbai(Chakala)","excel, ms office word, data entry operation, typing speed, data analysis, 4...",Data Entry Operator
1518,Shotformats Digital Productions Private Limited,1-4 yrs,https://www.naukri.com/job-listings-MIS-Executive-Shotformats-Digital-Productions-Private-Limited-Mumbai-1-to-4-years-310519600128?src=jobsearchDesk&sid=15614536451758&xp=41&px=31,Mumbai,"Advanced Excel, SQL, Charts, Data Validation, MIS, MS Access, Dashboards...",MIS Executive
1519,Citicorp Services India Pvt Ltd,4-6 yrs,https://www.naukri.com/job-listings-Citi-Private-Bank-Reference-Data-Management-Analyst-Citicorp-Services-India-Pvt-Ltd-Chennai-4-to-6-years-310519502416?src=jobsearchDesk&sid=15614536451758&xp=42&px=31,Chennai,"Auditing, Process management, Monitoring, Analytical...",Citi Private Bank Reference Data Management Analyst
1520,JPMorgan Chase,5-8 yrs,https://www.naukri.com/job-listings-Business-Analyst-I-JPMorgan-Chase-Mumbai-5-to-8-years-281118501997?src=jobsearchDesk&sid=15614536451758&xp=43&px=31,Mumbai,"Outbound, Troubleshooting, Analytics, Data analysis, SQL...",Business Analyst I
1521,PowerSchool,1-5 yrs,https://www.naukri.com/job-listings-Operation-Analyst-PowerSchool-Bengaluru-1-to-5-years-280918501477?src=jobsearchDesk&sid=15614536451758&xp=44&px=31,Bengaluru,"CRM, Data analysis, Operations, System analysis, professional services...",Operation Analyst
1522,Microland Limited,3-7 yrs,https://www.naukri.com/job-listings-Analyst-Ops-Excellence-Microland-Limited-Bengaluru-3-to-7-years-280219500601?src=jobsearchDesk&sid=15614536451758&xp=45&px=31,Bengaluru,"Automation, Analytical, Six sigma, Data analysis, Black Belt...",Analyst - Ops Excellence 
1523,FROST & SULLIVAN INDIA PVT LTD,2-7 yrs,https://www.naukri.com/job-listings-Research-Analyst-Senior-Research-Analyst-FROST-SULLIVAN-INDIA-PVT-LTD-Pune-2-to-7-years-271117501107?src=jobsearchDesk&sid=15614536451758&xp=46&px=31,Pune,"Senior Research Analyst, Transportation, Automobile, Market research...",Research Analyst / Senior Research Analyst
1524,Angel & Genie,5-10 yrs,https://www.naukri.com/job-listings-Senior-Data-Analys-Angel-Genie-Chennai-5-to-10-years-261217500496?src=jobsearchDesk&sid=15614536451758&xp=47&px=31,Chennai,"Recruitment, SQL, SAP, Wordpress, Business Objects, Database design...",Senior Data Analys
1525,milestone internet marketing pvt ltd,3-8 yrs,https://www.naukri.com/job-listings-Business-Intelligence-Analyst-milestone-internet-marketing-pvt-ltd-Ahmedabad-3-to-8-years-261118501157?src=jobsearchDesk&sid=15614536451758&xp=48&px=31,Ahmedabad,"MIS, Analytics, Data analysis, SQL, SEO, Hospitality, CRO...",Business Intelligence Analyst
1526,S&P Global Inc.,3-7 yrs,https://www.naukri.com/job-listings-Business-Analyst-II-S-P-Global-Inc-Hyderabad-3-to-7-years-260419501443?src=jobsearchDesk&sid=15614536451758&xp=49&px=31,Hyderabad,"SQL, Project management, Agile, Coding, Stored procedures, Analytics...",Business Analyst II
1527,Microland Limited,2-6 yrs,https://www.naukri.com/job-listings-Sr-Analyst-Quality-Microland-Limited-Bengaluru-2-to-6-years-260219503428?src=jobsearchDesk&sid=15614536451758&xp=50&px=31,Bengaluru,"Automation, Data analysis, Publishing, Report generation, Data Analyst...",Sr- Analyst- Quality
1528,Microland Limited,1-5 yrs,https://www.naukri.com/job-listings-Analyst-Quality-Microland-Limited-Bengaluru-1-to-5-years-260219503427?src=jobsearchDesk&sid=15614536465758&xp=1&px=32,Bengaluru,"Automation, Data analysis, Publishing, Report generation, Data Analyst...",Analyst- Quality
1529,Experis India,3-4 yrs,https://www.naukri.com/job-listings-SEM-ANALYST-Experis-India-Gurgaon-3-to-4-years-250419500826?src=jobsearchDesk&sid=15614536465758&xp=2&px=32,Gurgaon,"ITES, BPO, Technical support, Medical transcription, Telecom...",SEM ANALYST
1530,milestone internet marketing pvt ltd,3-8 yrs,https://www.naukri.com/job-listings-Business-Intelligence-Insight-Analyst-milestone-internet-marketing-pvt-ltd-Bengaluru-3-to-8-years-250319503885?src=jobsearchDesk&sid=15614536465758&xp=3&px=32,Bengaluru,"MIS, Analytics, Data analysis, SQL, SEO, Hospitality, CRO...",Business Intelligence & Insight Analyst
1531,Johnson Controls,5-9 yrs,https://www.naukri.com/job-listings-Analyst-Prgrm-Management-Johnson-Controls-Bengaluru-5-to-9-years-250119502068?src=jobsearchDesk&sid=15614536465758&xp=4&px=32,Bengaluru,"Automotive, Analytical, Product management, Mining, Market research...",Analyst Prgrm Management
1532,Aryan Imaging & Business Consultants Pvt. Ltd,3-4 yrs,https://www.naukri.com/job-listings-MIS-Executive-Aryan-Imaging-Business-Consultants-Pvt-Ltd-Pune-Pune-3-to-4-years-240815500355?src=jobsearchDesk&sid=15614536465758&xp=5&px=32,"Pune, Pune","coordination, analytical, circulation, data analysis, outlook, maintaining,...",MIS Executive
1533,Veristrat Inc.,2-6 yrs,https://www.naukri.com/job-listings-Senior-Analyst-Valuation-Veristrat-Inc-Delhi-2-to-6-years-240718501785?src=jobsearchDesk&sid=15614536465758&xp=6&px=32,Delhi,"Senior Analyst, Analytics, Reconciliation, Financial reporting, Data entry,...",Senior Analyst - Valuation
1534,JPMorgan Chase,5-7 yrs,https://www.naukri.com/job-listings-Business-Analyst-I-Tableau-JPMorgan-Chase-Bengaluru-5-to-7-years-240419500924?src=jobsearchDesk&sid=15614536465758&xp=7&px=32,Bengaluru,"Customer service, Outbound, MIS, Analytics, Data analysis, SQL...",Business Analyst I - Tableau
1535,PowerSchool,2-4 yrs,https://www.naukri.com/job-listings-Operation-Analyst-PowerSchool-Bengaluru-2-to-4-years-240118501457?src=jobsearchDesk&sid=15614536465758&xp=8&px=32,Bengaluru,"CRM, Data analysis, Operations, professional services...",Operation Analyst
1536,Momentive Performance Materials Inc.,1-5 yrs,https://www.naukri.com/job-listings-Analyst-Global-IT-Process-Momentive-Performance-Materials-Inc-Bengaluru-1-to-5-years-230419500827?src=jobsearchDesk&sid=15614536465758&xp=9&px=32,Bengaluru,"Customer service, Process improvement, Change management, Operations...",Analyst - Global IT Process
1537,Nucleus Software Exports Limited,3-6 yrs,https://www.naukri.com/job-listings-Quality-Assurance-Quality-Analyst-Nucleus-Software-Exports-Limited-Noida-3-to-6-years-220716500821?src=jobsearchDesk&sid=15614536465758&xp=10&px=32,Noida,"quality , configuration management, sqa, cmmi, data analysis...",Quality Assurance-  Quality Analyst
1538,Numetric Technologies,5-10 yrs,https://www.naukri.com/job-listings-Sr-Business-Analyst-Numetric-Technology-Private-Limited-Numetric-Technologies-Noida-5-to-10-years-211117501324?src=jobsearchDesk&sid=15614536465758&xp=11&px=32,Noida,"Senior Business Analyst, Manager Technology, Real estate, Consulting...",Sr Business Analyst | Numetric Technology Private Limited
1539,KPMG,5-9 yrs,https://www.naukri.com/job-listings-Informatica-Business-Analysts-KPMG-Bengaluru-5-to-9-years-210818500557?src=jobsearchDesk&sid=15614536465758&xp=12&px=32,Bengaluru,"Oracle, Informatica, MS SQL, Data analysis, Pentaho, Agile methodology...",Informatica Business Analysts
1540,Boston Consulting Group,5-10 yrs,https://www.naukri.com/job-listings-Senior-Knowledge-Analyst-CCI-Boston-Consulting-Group-Delhi-Mumbai-5-to-10-years-210519500911?src=jobsearchDesk&sid=15614536465758&xp=13&px=32,"Delhi, Mumbai","Consulting, Market research, Data analysis, SPSS, Quantitative research...",Senior Knowledge Analyst - CCI
1541,Codifyd,2-6 yrs,https://www.naukri.com/job-listings-Content-Analyst-Codifyd-Mumbai-2-to-6-years-210219501096?src=jobsearchDesk&sid=15614536465758&xp=14&px=32,Mumbai,"Data analysis, SQL, MS Office, Process improvement, Content management...",Content Analyst
1542,Risk Advisors Inc.,5-10 yrs,https://www.naukri.com/job-listings-Business-Analyst-Risk-Advisors-Inc-Mumbai-5-to-10-years-201217501551?src=jobsearchDesk&sid=15614536465758&xp=15&px=32,Mumbai,"Business Analyst, Risk, Risk management, Analytics, Private equity...",Business Analyst
1543,SHAERON,2-6 yrs,https://www.naukri.com/job-listings-Data-Entry-Operator-SHAERON-Bengaluru-2-to-6-years-200718500260?src=jobsearchDesk&sid=15614536465758&xp=16&px=32,Bengaluru,"CRM, Email marketing, Lead generation, Database building, Data research...",Data Entry Operator
1544,Ernst Young,5-10 yrs,https://www.naukri.com/job-listings-Mercury-PMO-Analyst-Ernst-Young-Bengaluru-5-to-10-years-200519501529?src=jobsearchDesk&sid=15614536465758&xp=17&px=32,Bengaluru,"Project management, Data analysis, Risk management, Procurement, Monitoring...",Mercury PMO Analyst
1545,Takshashila Consulting,1-3 yrs,https://www.naukri.com/job-listings-Business-Analyst-Takshashila-Consulting-Delhi-1-to-3-years-190718500313?src=jobsearchDesk&sid=15614536465758&xp=18&px=32,Delhi,"Telecom, Healthcare, Data analysis, Secondary research, Analytical...",Business Analyst
1546,Amazon India Software Dev Centre Pvt Ltd,4-6 yrs,https://www.naukri.com/job-listings-Tax-Analyst-Amazon-India-Software-Dev-Centre-Pvt-Ltd-Bengaluru-4-to-6-years-190219501637?src=jobsearchDesk&sid=15614536465758&xp=19&px=32,Bengaluru,"VAT, Accountancy, External audit, Data analysis, Tax returns, Analytical...",Tax Analyst
1547,Benorikpo,4-9 yrs,https://www.naukri.com/job-listings-Senior-Research-Analyst-Benorikpo-Gurgaon-4-to-9-years-190219500399?src=jobsearchDesk&sid=15614536465758&xp=20&px=32,Gurgaon,"Project management, Primary research, Data analysis, Analytical...",Senior Research Analyst
1548,Cmaxinsight Market Intelligence,2-5 yrs,https://www.naukri.com/job-listings-Associate-Analyst-Cmaxinsight-Market-Intelligence-Noida-2-to-5-years-170519501589?src=jobsearchDesk&sid=15614536465758&xp=21&px=32,Noida,"Pharma, Healthcare, Market research, Publishing, Life sciences...",Associate Analyst
1549,"Saavn, LLC",1-2 yrs,https://www.naukri.com/job-listings-Senior-Analyst-Business-Insights-Saavn-LLC-Mumbai-1-to-2-years-170519500971?src=jobsearchDesk&sid=15614536465758&xp=22&px=32,Mumbai,"Analyst, Market research, Data analysis, SQL, microsoft, Analytical...",Senior Analyst Business Insights
1550,GSS Partners,1-6 yrs,https://www.naukri.com/job-listings-Quality-Analyst-GSS-Partners-Gurgaon-1-to-6-years-160518500358?src=jobsearchDesk&sid=15614536465758&xp=23&px=32,Gurgaon,"Monitoring, Quality Analyst, data analysis, Customer Service, Help Desk...",Quality Analyst
1551,Hyrefox,3-5 yrs,https://www.naukri.com/job-listings-Workforce-Management-Reporting-Analyst-Hyrefox-Gurgaon-3-to-5-years-160119500257?src=jobsearchDesk&sid=15614536465758&xp=24&px=32,Gurgaon,"BPO, ITES, Data analysis, SQL, MS Office, Process improvement, Budgeting...",Workforce Management-Reporting Analyst
1552,Hyrefox,3-8 yrs,https://www.naukri.com/job-listings-Product-Analyst-Hyrefox-Jaipur-3-to-8-years-160119500026?src=jobsearchDesk&sid=15614536465758&xp=25&px=32,Jaipur,"Data analysis, SQL, HTML, Javascript, Web analytics, Data quality...",Product Analyst
1553,Citicorp Services India Pvt Ltd,6-10 yrs,https://www.naukri.com/job-listings-Applications-Development-Intermediate-Programmer-Analyst-Citicorp-Services-India-Pvt-Ltd-Pune-6-to-10-years-150519501027?src=jobsearchDesk&sid=15614536465758&xp=26&px=32,Pune,"SQL, PLSQL, Scrum, Stored procedures, Database design, Maven, Data analysis...",Applications Development Intermediate Programmer Analyst
1554,BIS Research,5-10 yrs,https://www.naukri.com/job-listings-Senior-Research-Analyst-BIS-Research-Noida-5-to-10-years-150419501989?src=jobsearchDesk&sid=15614536465758&xp=27&px=32,Noida,"Market intelligence, Market research, Print media, Data analysis...",Senior Research Analyst
1555,BIS Research,3-8 yrs,https://www.naukri.com/job-listings-Research-Analyst-BIS-Research-Noida-3-to-8-years-150419501988?src=jobsearchDesk&sid=15614536465758&xp=28&px=32,Noida,"Market intelligence, Market research, Print media, Data analysis...",Research Analyst
1556,QualiteSoft,2-4 yrs,https://www.naukri.com/job-listings-Marketing-Analyst-QualiteSoft-Chandigarh-2-to-4-years-150419500076?src=jobsearchDesk&sid=15614536465758&xp=29&px=32,Chandigarh,"Analytical, Data analysis, SQL, Sales, E-commerce, Marketing Analyst...",Marketing Analyst
1557,Starfish Venture Partners,1-5 yrs,https://www.naukri.com/job-listings-Finance-Analyst-Starfish-Venture-Partners-Hyderabad-1-to-5-years-140119500198?src=jobsearchDesk&sid=15614536465758&xp=30&px=32,Hyderabad,"Reconciliation, Financial reporting, Balance Sheet, Financial planning...",Finance Analyst
1558,Franklin Templeton International,3-5 yrs,https://www.naukri.com/job-listings-Business-Intelligence-Analyst-Franklin-Templeton-International-Hyderabad-3-to-5-years-130319502591?src=jobsearchDesk&sid=15614536465758&xp=31&px=32,Hyderabad,"Mutual funds, Financial services, Data analysis, Analytics, Operations...",Business Intelligence Analyst
1559,Microland Limited,2-5 yrs,https://www.naukri.com/job-listings-Analyst-Ops-Excellence-Microland-Microland-Limited-Bengaluru-2-to-5-years-130319500348?src=jobsearchDesk&sid=15614536465758&xp=32&px=32,Bengaluru,"Automation, Analytical, Six sigma, Data analysis, Black Belt...",Analyst - Ops Excellence | Microland
1560,"Saavn, LLC",1-2 yrs,https://www.naukri.com/job-listings-Senior-Associate-Analyst-Advertising-Platform-Saavn-LLC-Gurgaon-1-to-2-years-120419501827?src=jobsearchDesk&sid=15614536465758&xp=33&px=32,Gurgaon,"Associate Analyst, Analytics, Data analysis, microsoft, RFP...",Senior Associate Analyst - Advertising Platform
